TEXTURE gun
QUADTEX 74.715698 296.651001 48.923302 0.000000 0.000000
107.412201 289.596191 7.896400 0.000000 0.000000
128.806198 276.799408 -15.780700 0.000000 0.000000
64.266602 283.295410 29.952000 0.000000 0.000000

TEXTURE gun
QUADTEX 94.649101 277.543793 0.168600 0.000000 0.000000
121.786400 269.983612 -26.999001 0.000000 0.000000
55.855301 271.437805 23.603901 0.000000 0.000000
84.624100 265.776215 -6.570800 0.000000 0.000000

TEXTURE gun
QUADTEX 111.623901 261.099213 -38.215500 0.000000 0.000000
44.244499 261.663391 21.634001 0.000000 0.000000
73.724403 253.224197 -12.986400 0.000000 0.000000
93.330399 247.940704 -52.465000 0.000000 0.000000

TEXTURE gun
QUADTEX 41.630699 247.588196 10.474200 0.000000 0.000000
59.596001 236.739502 -17.043800 0.000000 0.000000
79.352699 237.989105 -54.667000 0.000000 0.000000
82.310402 288.881714 61.846500 0.000000 0.000000

TEXTURE gun
QUADTEX 114.594597 280.062714 16.710800 0.000000 0.000000
137.127106 265.697693 -13.768400 0.000000 0.000000
56.798000 274.703186 60.564999 0.000000 0.000000
103.236504 264.522614 11.150800 0.000000 0.000000

TEXTURE gun
QUADTEX 131.096893 257.976501 -24.979401 0.000000 0.000000
58.195999 262.176788 38.795799 0.000000 0.000000
92.094200 253.048996 2.942800 0.000000 0.000000
121.249298 250.007401 -37.392601 0.000000 0.000000

TEXTURE gun
QUADTEX 17.298599 258.915985 20.878700 0.000000 0.000000
79.624001 240.684494 -5.074600 0.000000 0.000000
102.268600 237.016693 -50.413300 0.000000 0.000000
42.150002 234.832703 5.099700 0.000000 0.000000

TEXTURE gun
QUADTEX 64.989403 227.148804 -11.002700 0.000000 0.000000
87.689697 228.028702 -52.956600 0.000000 0.000000
145.133102 277.361908 -18.772699 0.000000 0.000000
137.214294 275.542603 -28.059601 0.000000 0.000000

TEXTURE gun
QUADTEX 145.972000 266.600189 -33.708099 0.000000 0.000000
153.890793 268.419495 -24.421200 0.000000 0.000000
152.244598 294.946686 -26.286200 0.000000 0.000000
144.227493 293.563385 -35.689499 0.000000 0.000000

TEXTURE gun
QUADTEX 153.361404 293.387695 -45.023602 0.000000 0.000000
161.378494 294.771088 -35.620201 0.000000 0.000000
147.516098 323.824005 -27.133900 0.000000 0.000000
140.389801 322.594391 -35.492401 0.000000 0.000000

TEXTURE car1
QUADTEX 146.623901 326.629486 -43.093700 0.000000 0.000000
153.750198 327.859100 -34.735199 0.000000 0.000000
132.488602 275.453888 -37.391201 0.000000 0.000000
124.439201 273.527588 -45.834000 0.000000 0.000000

TEXTURE gun
QUADTEX 134.390594 268.107788 -53.808998 0.000000 0.000000
142.440002 270.034088 -45.366199 0.000000 0.000000
133.347794 300.787598 -45.549702 0.000000 0.000000
124.874001 298.640106 -53.974602 0.000000 0.000000

TEXTURE gun
QUADTEX 134.650299 294.635712 -62.812801 0.000000 0.000000
143.124100 296.783203 -54.387901 0.000000 0.000000
127.102501 320.729095 -44.872398 0.000000 0.000000
119.791702 319.338715 -52.397301 0.000000 0.000000

TEXTURE car1
QUADTEX 125.789200 323.145386 -59.680901 0.000000 0.000000
133.100006 324.535797 -52.155899 0.000000 0.000000
118.460999 262.879486 -51.356998 0.000000 0.000000
106.543198 259.203003 -61.513401 0.000000 0.000000

TEXTURE car1
QUADTEX 115.253799 261.645386 -70.919296 0.000000 0.000000
125.191597 265.070007 -62.590401 0.000000 0.000000
114.810699 294.363892 -62.017399 0.000000 0.000000
105.906998 291.778503 -70.556999 0.000000 0.000000

TEXTURE lrskin5
QUADTEX 114.354401 295.930389 -80.659500 0.000000 0.000000
123.258102 298.515686 -72.119904 0.000000 0.000000
103.182297 315.522491 -57.495602 0.000000 0.000000
95.366798 313.299500 -65.065002 0.000000 0.000000

TEXTURE car1
QUADTEX 99.254700 319.977905 -71.014397 0.000000 0.000000
107.070198 322.200897 -63.445000 0.000000 0.000000
98.632599 273.795105 -80.630600 0.000000 0.000000
90.686302 270.278503 -87.388000 0.000000 0.000000

TEXTURE car1
QUADTEX 100.281197 273.368103 -96.564598 0.000000 0.000000
107.639099 276.459412 -89.968201 0.000000 0.000000
92.516197 292.763489 -83.063103 0.000000 0.000000
85.521103 290.189911 -90.024002 0.000000 0.000000

TEXTURE lrskin5
QUADTEX 94.232101 294.171204 -100.127502 0.000000 0.000000
101.227203 296.744812 -93.166496 0.000000 0.000000
82.159103 312.782410 -80.391998 0.000000 0.000000
75.973900 310.518402 -86.570602 0.000000 0.000000

TEXTURE gun
QUADTEX 80.940201 314.569397 -92.847900 0.000000 0.000000
87.125298 316.833405 -86.669403 0.000000 0.000000
112.665604 316.314514 37.000500 0.000000 0.000000
129.701797 316.385803 24.355900 0.000000 0.000000

TEXTURE car1
QUADTEX 131.200302 319.225403 34.762402 0.000000 0.000000
117.573097 316.542999 48.920601 0.000000 0.000000
131.563797 348.766388 23.176201 0.000000 0.000000
139.348206 341.551392 21.216499 0.000000 0.000000

TEXTURE car1
QUADTEX 145.383301 345.754913 31.134899 0.000000 0.000000
137.598801 352.969788 33.094601 0.000000 0.000000
15.834900 282.906006 29.839300 0.000000 0.000000
19.080500 296.742615 36.660400 0.000000 0.000000

TEXTURE car1
QUADTEX 6.701800 266.731995 23.229900 0.000000 0.000000
6.569600 259.242310 41.285999 0.000000 0.000000
16.387400 301.252411 52.884998 0.000000 0.000000
10.848500 291.573792 64.119202 0.000000 0.000000

TEXTURE car1
QUADTEX 3.618800 277.457489 67.348801 0.000000 0.000000
